origin_ISO,destination_ISO,flow(tonne),Unit logistics costs ($/ton),distance(km),cost_per_ton_km
NER,LBY,11364.784530520075,1356.8460904450299,4545.561458376529,0.298499118947043
ZMB,SVK,10964.57750596695,3617.1914309868043,12120.640176983778,0.2984323747070382
BWA,MLI,25530.774822233416,3026.460990103887,10147.208280743982,0.2982555306218658
MLI,ZMB,10765.889157724388,2810.237985126411,9422.25695446157,0.298255290500831
NER,ESP,78569.03730077873,2721.867871636687,9133.51651426248,0.2980087535163859
BFA,NOR,12336.057788113185,3235.3285688499177,10863.055507775707,0.29782859588023736
ETH,FRA,591024.9353240379,2562.043232124424,8604.944534707434,0.29774081887345166
BWA,TGO,11597.615190387376,2501.6325557812006,8402.100107338747,0.2977389609528896
TCD,DNK,14532.745480255282,2865.379099854096,9629.585694657057,0.2975599564417337
ETH,QAT,12874.508090426718,1501.6259548112184,5048.342261000806,0.2974493164640405
TCD,FIN,13705.655169788179,3023.06674161208,10164.91119380608,0.29740217931802154
BWA,GAB,10784.345603112492,2160.1918233118117,7268.91549378713,0.2971821346882029
UGA,AUT,55497.089834479884,2854.0451253569872,9606.085412167826,0.297108031305013
NER,COD,19128.015788148594,1777.2578759302544,5982.008644251377,0.29710051951164823
ETH,SAU,78681.22342115703,1334.570153858155,4496.9088939714065,0.2967750037469718
UGA,USA,2045138.3168304935,5802.775544303944,19613.16956597545,0.2958611827009586
SSD,SWE,16909.220490158048,3261.0356745849494,11025.510077888839,0.2957718646618272
BFA,CHE,16355.982171345746,2877.516722354029,9736.243617066148,0.2955469106494194
BFA,MWI,16146.824316872526,2756.890098263679,9348.7008149538,0.2948955317784767
MWI,IRN,10861.456240144413,2981.77102835398,10122.322668491548,0.2945737975371546
CAF,USA,155565.95432179997,4627.6217129911865,15728.95831398738,0.29421031072833065
BWA,SAU,22295.53825339405,2964.4759501610906,10083.01053528561,0.2940070269476436
SSD,CHN,970740.5792629292,4119.429246682701,14012.442118170049,0.2939836762173671
SSD,GBR,78397.21975182931,3088.903145063982,10513.473289916152,0.29380425097257434
ETH,KOR,246922.6740515467,4071.594710252792,13869.286064286827,0.29356916364549424
ETH,GIN,63157.390681060715,2499.826018206859,8517.776432996117,0.29348340354685126
ZMB,TCD,15704.866372635785,2090.4746139554977,7133.0882151273545,0.2930672593564966
UGA,MMR,22054.167449489254,3855.751664577428,13163.575552362578,0.29291066467768356
ZMB,BGD,30890.416510866078,4017.4967424571682,13728.069528340984,0.29264833880417246
RWA,HKG,100330.27888424834,4577.86302891944,15650.053881216556,0.29251420242162
ZMB,TGO,10411.656239997896,2239.856990735376,7669.264349806337,0.29205630273938027
UGA,KOR,116973.34276191973,4503.555688025801,15467.57436475218,0.291161082004467
SSD,VNM,13727.406177299345,3970.290806790767,13638.416958855516,0.2911108245750494
UGA,LBY,38004.98161483409,2123.27311917018,7294.6824870209075,0.2910713554631092
TCD,ZWE,16298.209418232771,2201.836181453175,7573.225737905249,0.29073954186161655
MLI,HUN,12013.320371090254,2846.002431389521,9797.372012944868,0.2904863087396512
SWZ,TUR,17360.036740494328,3267.5155625866328,11265.249020482379,0.29005267053091005
SSD,NER,10715.1262210819,2268.1424235947115,7827.557341188825,0.2897637570356314
BWA,BGD,30017.568834867867,4266.645322002638,14728.931370911381,0.2896778601622767
ZMB,CIV,30524.741434262505,2525.382239232312,8725.225889164452,0.28943459703071917
BFA,THA,41317.96326351264,5054.199041436907,17491.63649977284,0.288949466878216
MLI,CZE,17427.247813806196,2884.4041557131245,9989.982009895843,0.2887296646636502
TCD,TUR,75532.37407611418,2310.9719897441487,8004.321861721134,0.2887155251459654
ZMB,ESP,121870.26013129816,3812.276384396022,13224.615254018725,0.2882712510851716
SSD,NGA,105624.2295822053,2125.505520139345,7379.077268869795,0.28804489270037076
NER,HKG,128833.18416449215,5004.1406199528665,17401.80879246396,0.28756439515183985
MWI,CZE,13490.14221638773,3986.8583186521696,13874.024205745372,0.2873613494923248
ZMB,CZE,24785.990025023017,3861.638361220922,13440.857110567504,0.28730596043497963
ETH,CIV,120795.83723905565,2298.2986799135683,8005.748118939995,0.2870810629772693
UGA,GAB,16715.730729299896,1629.349612360679,5685.304962926029,0.28658965930336117
MLI,BFA,12633.615584296049,527.1419531023993,1839.5816748644022,0.28655534043698033
MLI,HKG,141460.70202682057,5375.699387729238,18797.389721971733,0.285981163727522
UGA,BFA,39072.555038664505,2154.764556235821,7542.455027043674,0.28568477352663757
UGA,BGD,57001.90770691368,3315.070910811166,11608.068106860534,0.28558334429929055
ETH,BGD,125008.3381611831,2789.0248137100116,9802.023153071597,0.2845356280183885
BFA,BGD,27260.151662465287,4408.835558508539,15496.745266688276,0.28450074403595893
BDI,DEU,18502.296348578,3550.033093973162,12500.251025322623,0.28399694428388794
BFA,HUN,15535.568260420045,2782.333936716937,9817.18255587755,0.28341470894326526
NER,GBR,91372.88449934624,2808.1328862974656,9933.770936931069,0.28268548813196287
MLI,CHE,16547.250927310244,2732.3410069977804,9676.014799677714,0.2823828883652378
NER,MYS,18528.938126693465,4927.144844433237,17458.280100923228,0.28222395424694097
ETH,MLI,117387.12158910761,2291.3237760068055,8125.777155359366,0.2819821085661401
ZMB,BEN,18468.85352551332,2139.628881854312,7614.191123352751,0.2810054078222522
ZWE,POL,13986.571461588828,3847.0697667820314,13701.027777509269,0.2807869474651482
NER,ZAF,147759.9239281398,2467.4259708758605,8802.330555257608,0.28031507739755057
BWA,SEN,27072.02924680685,3077.195777645031,10982.394491530515,0.2801935206405239
BFA,ZWE,13310.508264494796,2516.383893868926,8985.25890643035,0.28005691545160283
ETH,LUX,28508.956488820168,2455.3215196822725,8769.016712485012,0.27999963966159097
MLI,GRC,18928.100025968688,2683.9074520446316,9611.596656138865,0.27923637955931463
BFA,AUT,26883.38878667508,2752.572936409052,9878.95327088576,0.2786300188827852
ETH,NAM,29902.190431262177,2111.2297356858435,7587.338631857939,0.2782569538706432
ETH,NOR,73069.48186196575,2650.5149864736063,9557.455392278105,0.2773243376699488
BWA,LBY,24689.52560995347,3011.3679433054463,10863.455825897236,0.277201655860439
TCD,GRC,21987.680895964408,2449.7198724864625,8839.583591289622,0.2771306868912214
SSD,BFA,10318.974701609071,2313.794269041596,8352.082478421255,0.2770320186635608
BFA,LBY,18982.88454232549,1518.8081661012384,5488.861082974277,0.27670734295177934
TCD,MMR,11201.372973025327,4146.904701021596,15003.826778212737,0.27638980123680007
ETH,SGP,104520.13709403703,3551.310400952916,12849.917419657346,0.2763683442447846
BWA,PRT,22174.45169724534,4010.5599185127426,14516.818090041646,0.27626990251148326
TCD,ZAF,174509.97818928637,2170.190605580303,7857.03038677642,0.2762100308575602
SWZ,HKG,47548.01162523218,4675.885475359212,16989.200411805417,0.2752269301685348
BWA,MMR,13210.658339663327,4419.38722217638,16072.949753128243,0.2749580686840786
TCD,BGD,25736.303022001408,3745.643832979926,13629.276683245873,0.2748233761799224
BFA,SDN,53953.80485755512,2009.1110632121217,7313.494755888816,0.2747128603044923
CAF,GBR,20772.557817390905,2822.8630531313524,10287.708909744346,0.27439180850632194
BFA,ETH,59985.66419230357,2166.2059676293816,7903.937485506536,0.2740666878503983
BWA,NGA,261556.85877280167,2271.600708572616,8293.033132436092,0.2739167530499579
NER,DEU,122135.80334468985,2588.274562122842,9450.80170331929,0.2738682540777248
BWA,CIV,30699.46688789645,2571.158269929179,9425.014237921861,0.2728015263450783
BFA,SSD,13538.069677470361,2269.6349905504276,8352.082478421256,0.2717448009420811
BDI,GBR,13824.048939472968,3541.710807458651,13067.563577955236,0.2710306926253229
SSD,NLD,32436.047420995772,2704.7770345717545,9986.038993815004,0.27085584547056113
NER,IRN,12208.764871082087,2859.1629586589443,10557.252151253735,0.27082454010719087
MLI,BGD,20983.628844343468,4322.048444924473,16042.032403864021,0.26942025399995
BFA,TZA,40150.03245062467,2152.1328175549475,8033.4209201349695,0.2678974298683691
ZMB,TUR,91593.89293970625,2714.0536402030907,10137.26504448763,0.2677303620150407
ETH,ZAF,849110.2752623804,1870.8921673513519,6990.788806303964,0.2676224699656596
SSD,CZE,13142.211229160344,2640.935268807265,9871.078754837768,0.2675427209526573
BWA,GIN,15485.556489080956,2783.777639566332,10419.688467280732,0.26716515069599056
TCD,MYS,32675.05839977331,4317.2223440871185,16174.007006965,0.26692348669244403
BWA,CHN,1640342.6959970426,4585.115323083239,17181.089334925906,0.2668698843071939
ZMB,PRT,22755.932599089807,3655.8309505806615,13712.690809311665,0.26660201133523354
SSD,UGA,19554.4365649562,771.4602627775552,2896.360065415775,0.26635509582846406
ZWE,ESP,26048.183689743713,3612.0801931780043,13572.6331263278,0.2661296566081489
ETH,BEN,74731.64622368528,1917.079937998266,7215.52883398489,0.2656880711180705
ZMB,RUS,30250.12728044202,3592.5685639946146,13522.624171455134,0.26567096137879487
TCD,HUN,14042.06696033352,2458.2928810085614,9254.863592520625,0.2656217302862514
ZMB,BEL,34627.05866347401,3560.4680239552245,13411.793899037155,0.26547291516393146
ZMB,MMR,13331.787964581692,4001.9945605452735,15104.288297282847,0.2649575062245868
UGA,BDI,15268.214816151583,712.3982203855061,2695.3445870704318,0.2643069178623321
NER,ITA,73587.34992504863,2280.4176537782873,8645.478731123134,0.2637699686390922
UGA,SVK,20672.167308622385,2561.801374619275,9738.074206228892,0.2630706359765298
ETH,PRT,91814.34933433033,2469.558574689963,9389.341259775087,0.26301723479471434
TCD,ZMB,15325.962770315757,1871.337361106574,7133.088215127356,0.26234602806929713
ETH,GHA,129350.80047399737,1935.9759798072487,7383.530914139195,0.26220191969399415
RWA,VNM,13948.626824571005,3997.5540160530018,15279.373933285548,0.26163074701277383
BFA,KOR,47505.32707350541,4892.007239631051,18709.791197508093,0.26146776241322267
SWZ,NGA,67979.11848628776,2155.927973239534,8258.520180085428,0.26105499850182995
ETH,BFA,96933.25342103993,2062.3136174847855,7903.937485506537,0.2609223088196805
ETH,CMR,124170.01745068507,1812.958980486219,6951.5586581757325,0.2607989185783532
BFA,IRN,21048.453276910488,2889.601221489185,11122.759993071239,0.25979174443116815
SSD,THA,22616.46861869528,3490.4710088463335,13435.746140095567,0.2597898897799141
UGA,GBR,308705.7051642681,3029.18514709619,11667.04595797433,0.25963600023584094
MLI,AUT,20760.219971861865,2558.7340553492427,9859.142727953076,0.25952906109114404
BFA,GRC,24904.963276840095,2482.9720805329016,9579.60980674655,0.2591934463535498
NER,FRA,85693.78480599361,2400.782584141261,9267.377423964748,0.25905738746897433
ZWE,CHN,407713.9143769746,4308.374261977135,16632.000979054235,0.25904124629399383
MLI,IRN,21561.17509251158,2940.021122481336,11385.514163922924,0.25822471257357255
ZMB,MYS,38731.436077719874,4194.861114605388,16265.095065735106,0.2579057237385904
MLI,NLD,42309.37962778253,2551.064073850871,9902.746832410576,0.2576117633848343
UGA,NOR,36577.78365510836,3065.807205275575,11908.929998934796,0.2574376711887465
MLI,KOR,43176.701693569186,5009.774673094315,19484.407275615027,0.25711711946013927
BFA,CZE,22545.638263580626,2582.669835437514,10047.916774978527,0.2570353530265017
ZWE,FRA,26613.89068235809,3490.7797022466248,13584.563392531387,0.2569666467282864
SSD,COD,17998.999669969206,1855.5616702840507,7224.257897294964,0.25685152671236217
MWI,COD,17138.824134108185,1267.0686591329195,4945.183263126109,0.25622279129286285
UGA,CZE,46739.175686947325,2824.358431172368,11058.612404737616,0.25539898929474963
UGA,COG,16568.3257296545,1492.1907138872245,5843.010003775317,0.2553804824778808
NER,PRT,14732.995369112481,2440.1303138248536,9576.668299513514,0.2547995020302426
MLI,TUR,49146.713092483464,2254.9590343215154,8853.304226339127,0.254702535536153
TCD,SSD,13675.553616678957,1740.0294595324544,6846.702553772908,0.25414123745942535
UGA,MYS,66089.17309082446,3641.2469044344593,14336.680961289841,0.25398116302274637
TCD,ETH,63200.26988927298,1617.8756110683235,6377.169214873645,0.2536980839860589
UGA,GIN,26288.06632724043,2212.6942886169536,8743.33190206454,0.2530722055849757
ETH,MYS,154516.6857050836,3221.493601518328,12754.022578642742,0.2525864747105656
BFA,ZAF,204713.9330700866,2322.9715805425517,9218.590251310272,0.25198772450184337
UGA,SSD,27258.49592401324,729.6641990957235,2896.360065415775,0.25192454757553756
MWI,SEN,10081.387673090141,2799.833704923846,11132.660101299452,0.2514972773306029
BWA,POL,62998.171493777554,3559.805253358541,14174.139651394686,0.2511478891072072
BWA,NOR,16929.745484795418,3770.622104279792,15067.49278584467,0.2502488076730421
ZMB,GBR,172525.52191179426,3470.085460120352,13876.68147338755,0.25006594456860737
BFA,VNM,25351.776873756753,4419.088965277924,17711.551992857792,0.24950320373166213
TCD,CZE,20265.4717891778,2322.775981267285,9326.1617805966,0.24906022819590157
ETH,ESP,490854.9842408398,2190.1656397351435,8795.038699536144,0.24902285419740725
UGA,DEU,390184.0984831827,2752.6234067922283,11055.560156562551,0.24898090805089404
ZMB,HUN,17065.578379246872,2939.7688108304656,11849.574930864503,0.2480906554017622
NER,HUN,10811.150615284421,2296.736225487856,9289.21165574338,0.2472477009464865
BFA,SWE,29001.81145861818,2769.1550163407483,11203.894821729597,0.24716003322077432
NER,SGP,12611.802420490729,4349.378163682701,17651.391357387834,0.24640426783480196
ZMB,GIN,16054.633822587642,2392.6092328553727,9719.900118523321,0.2461557427216511
BFA,SAU,16591.97598201396,2457.706285613443,9988.334355338015,0.24605767069661455
TCD,SWE,25785.090745287318,2548.383361800099,10359.432448272672,0.2459964263993068
NER,GRC,17317.5697615205,2210.376005242149,8996.414317262377,0.2456952211505939
MLI,ZAF,161159.47133470167,2483.3936163869466,10108.673906806885,0.24566957439538156
MWI,VNM,13345.547097208399,4002.537742845393,16333.453394478904,0.24505152989865242
BFA,TUR,48796.415945446206,2137.552016736172,8788.533872003061,0.24322054712056157
NER,NLD,38786.85744283984,2305.091316082523,9482.650770809088,0.24308512163902515
ZMB,VNM,33334.77277119681,3863.843820173714,15900.286299301044,0.2430046696922409
ETH,TGO,42098.14109044025,1755.2358262804953,7229.284190621734,0.24279524500606764
ZMB,CHN,1760641.9958935839,3959.7516945451503,16313.281537144667,0.2427317695418276
ETH,GAB,40145.22886498246,1732.8282598900678,7193.4070333985555,0.2408911732430336
TCD,IRN,30690.980981355333,2262.5772864513374,9401.264120108,0.2406673461723087
BFA,MYS,30418.547144379747,4327.163831995204,18041.4755904074,0.2398453391637181
ETH,CHE,101695.80721675965,1856.2638714826821,7765.346957906138,0.2390445503008417
TCD,GBR,131035.48794214516,2295.2280300660927,9602.731081341648,0.23901825539254967
UGA,GRC,50274.86480681223,2074.991400023053,8736.265257292302,0.2375146975180297
BWA,THA,52595.92350994872,3925.077698739758,16544.72001767095,0.23724050298509092
UGA,PRT,43297.13606313842,2774.032367135625,11697.192336256776,0.2371536935865538
ETH,VNM,131856.20008551452,2928.5060991429223,12360.600961083675,0.23692263089497673
TCD,ESP,100100.8117610477,2174.182544899731,9238.39158124981,0.23534210752794243
TCD,AUT,24170.826706399384,2179.291676093748,9266.816902903834,0.23517154800057058
UGA,GHA,53376.35494549469,1638.5185690525402,6969.87970857652,0.2350856309666756
NER,VNM,15078.90634387298,4026.2247802615902,17128.35650337362,0.23506194417827422
UGA,SEN,46588.60544757006,2186.0437482085094,9319.361781689324,0.23457011321350854
BFA,FRA,129104.64866250398,2264.4367915293683,9689.52580567725,0.23369944380586694
BFA,DEU,183903.27838540485,2320.608145057473,9950.769475803463,0.23320891421515905
BFA,PRT,21167.771246881806,2331.4614384985653,10021.061271497687,0.23265614043592403
MLI,UGA,30689.27451357198,1955.7998462659218,8421.268310102785,0.232245283518588
TCD,SGP,22133.619881899576,3783.056054859047,16367.1182634296,0.23113757681532984
BWA,MYS,38736.68177680281,3848.468210397459,16678.453207555503,0.23074491156374533
ETH,YEM,10766.65226273102,1058.9520019866302,4603.758476326157,0.23001901759878682
MLI,ZWE,10689.937286635055,2240.3212058008667,9862.394477239464,0.22715793927844835
SWZ,GBR,41018.52584569968,3323.687045400893,14714.136460576718,0.22588393510594246
BFA,SVK,9974.081198963815,2237.142789176345,9948.234292221829,0.2248783777564917
TCD,VNM,28041.494099123927,3543.8220554492427,15844.083409415387,0.22366848014340276
BFA,SGP,20698.885527061047,4061.0436889861235,18234.586846872004,0.2227110338769624
MLI,GBR,103409.72319081072,2293.6077239057327,10305.835672182558,0.22255426894653707
BWA,DEU,207893.72493300049,3142.1937180674413,14159.306133397426,0.2219172103819394
ZMB,NLD,59748.37114389675,2960.650786605262,13381.305954319738,0.22125275340928202
UGA,ESP,231498.51161552002,2466.0275202385387,11148.555864507702,0.22119703665739612
BWA,COG,10452.345370059995,1642.7997379804087,7443.539688886419,0.22070141446725836
MLI,PRT,15835.87110797792,2177.653074327899,9869.333144265003,0.22064845136910968
BWA,VNM,33230.04956887559,3659.791240400525,16623.398933343396,0.2201590213334576
MLI,MYS,22463.643991149125,4141.962185370102,18865.029165681,0.21955768787811375
ZMB,ARE,11824.903831680742,2068.786736732086,9429.100651183277,0.21940446000780253
MLI,ESP,85251.74053205964,2047.5653419360115,9336.902825160876,0.21929813132661918
BWA,ARE,10356.257452905194,2306.7809288419776,10544.635141506345,0.21876346577056097
BWA,SWE,30289.83474116948,3352.8954764783794,15386.607338323562,0.21790999164106128
ZWE,GBR,29272.16943926937,3104.220438648672,14274.409993265455,0.21746751285084404
UGA,HUN,32104.57482334297,2045.5480640590058,9467.330225034615,0.2160638760281045
BWA,SGP,26350.20144840999,3598.909605227115,16730.142871320106,0.21511529416742753
ETH,TCD,56042.839298634935,1369.231103752428,6377.169214873645,0.2147082910327882
NER,CZE,15712.375274483733,2045.8261903721627,9551.838403094354,0.21418140718433945
ZMB,DEU,217249.29737267934,2821.8421581425514,13401.368940663273,0.21056372454461283
TCD,CHN,1477994.3676082045,3364.662935771062,16002.054281795396,0.21026443708535866
BFA,ESP,112789.5026333728,2000.8035615234623,9545.5880759673,0.20960506001310047
BFA,BEL,32263.321758843853,2078.19731941246,9964.230344198177,0.2085657645020743
ZMB,SWE,31266.00752709218,3026.876493342705,14581.021403668574,0.20759015500664071
MLI,SWE,22217.440990399497,2283.137900395994,11142.070656046913,0.20491145415209805
UGA,ARE,18170.876333382865,1436.263652107197,7169.6292732283855,0.20032606950407456
BFA,POL,60207.401092860346,2001.9691705059863,10054.582982867389,0.19911011465291625
ZMB,GHA,32787.69103714393,1511.1323295331417,7904.697712780198,0.1911688953127158
ZWE,DEU,38191.92207822269,2588.942564982322,13746.88888409951,0.1883293439562788
ETH,COG,41674.53180402531,1370.1425970109178,7315.24534186789,0.1872996096479606
ETH,COD,181256.35762359208,1302.9258574387648,7021.856810386727,0.1855528947146113
MLI,SGP,15221.527039783161,3513.036667230988,19058.140422145607,0.184332604830051
ETH,ARE,37341.936296504726,946.9475883634021,5284.320621312589,0.1791994953039369
UGA,SWE,59455.69894218725,2049.203292930726,12212.059837038689,0.1678016092515019
NER,SWE,20220.654176030836,1776.3711234324778,10703.927049245427,0.1659550850131871
TCD,ARE,10375.692651947664,1517.79268503206,9262.324947710918,0.16386735442780656
MLI,FRA,102482.96286837263,1533.3164535968933,9537.602728370253,0.16076539328231174
ETH,NGA,1032807.2888049462,960.9348750419309,7006.375958454056,0.13715148612349937
ETH,SWE,125934.40667374416,1350.9394938973205,9852.959479131998,0.13711002229924246
